type,indicator,classification,notes
domain,techandsciences.technology,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,tarlacstore.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,suppergoescrazy.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,stjepro.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,step2assure.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,starlightguesthouse.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,site-24.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,simuyangu.co.tz,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,shahidgroups.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,servicesecuritecb.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,servicerembourse-ameli.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,servicepublicethylotest.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,servicepublic-alcool.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,serviceclient-securite.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,serviceassuranceameli.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,serverses.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,seribulkcontrole.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,seeyu.blog,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,securiteserviceinfos.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,securiseespaceclientbp.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,securefeeremobile.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,sanfrancef.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,rotaryanahuac-tacubaya.org,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,richlandsmagistratescourt.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,registercolisonline.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,redirectamel.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,propertieskl.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,portraitsdassur.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,portoricoc.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,portal-conextion.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,permis-fluvial.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,peoplemarketing.com.do,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,pdxgeocaching.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,payfairpbo.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,paiementsecurise-ca.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,orderlivration.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,orderconfig.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,optica3dmoz.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,newspost99.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,natixisespaceinternet.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,mywmart.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,mutuel-degipass.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,musaned.net,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,mr-kars.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,monpaiement-assure.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,moncompte-assure.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,mehreganex.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,lrbgroup.in,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
